DetalleID;VentaID;ProductoID;Cantidad;PrecioUnitario;DescuentoPct;VentaNeta;CostoTotal;Margen
DET000147-1;VTA000147;PROD0138;4;$ 314.744,09;0,0%;$ 1.258.976,36;$ 814.300,00;$ 444.676,36
DET000148-1;VTA000148;PROD0177;1;$ 654.271,71;5,0%;$ 621.558,12;$ 444.666,00;$ 176.892,12
DET000149-1;VTA000149;PROD0133;2;$ 766.355,35;0,0%;$ 1.532.710,70;$ 1.159.014,00;$ 373.696,70
DET000150-1;VTA000150;PROD0135;1;$ 39.815,68;5,0%;$ 37.824,90;$ 30.657,00;$ 7.167,90
DET000151-1;VTA000151;PROD0138;1;$ 333.440,22;0,0%;$ 333.440,22;$ 203.575,00;$ 129.865,22
DET000152-1;VTA000152;PROD0003;1;$ 397.487,54;0,0%;$ 397.487,54;$ 258.223,00;$ 139.264,54
DET000153-1;VTA000153;PROD0046;1;$ 985.833,81;5,0%;$ 936.542,12;$ 689.522,00;$ 247.020,12
DET000154-1;VTA000154;PROD0059;1;$ 74.709,67;0,0%;$ 74.709,67;$ 57.499,00;$ 17.210,67
DET000155-1;VTA000155;PROD0179;1;$ 1.037.774,63;10,0%;$ 933.997,17;$ 668.181,00;$ 265.816,17
DET000156-1;VTA000156;PROD0038;1;$ 40.763,50;20,0%;$ 32.610,80;$ 32.241,00;$ 369,80
DET000156-2;VTA000156;PROD0166;1;$ 246.386,78;0,0%;$ 246.386,78;$ 157.280,00;$ 89.106,78
DET000157-1;VTA000157;PROD0070;1;$ 354.716,04;0,0%;$ 354.716,04;$ 235.608,00;$ 119.108,04
DET000158-1;VTA000158;PROD0103;1;$ 20.025,93;0,0%;$ 20.025,93;$ 12.993,00;$ 7.032,93
DET000159-1;VTA000159;PROD0068;1;$ 727.000,40;0,0%;$ 727.000,40;$ 459.034,00;$ 267.966,40
DET000160-1;VTA000160;PROD0164;1;$ 812.086,95;0,0%;$ 812.086,95;$ 571.657,00;$ 240.429,95
DET000160-2;VTA000160;PROD0048;1;$ 241.143,21;0,0%;$ 241.143,21;$ 155.148,00;$ 85.995,21
DET000161-1;VTA000161;PROD0160;1;$ 361.487,30;0,0%;$ 361.487,30;$ 265.144,00;$ 96.343,30
DET000162-1;VTA000162;PROD0178;1;$ 450.339,78;0,0%;$ 450.339,78;$ 339.334,00;$ 111.005,78
DET000162-2;VTA000162;PROD0169;1;$ 103.098,23;0,0%;$ 103.098,23;$ 75.268,00;$ 27.830,23
DET000163-1;VTA000163;PROD0006;1;$ 511.028,54;5,0%;$ 485.477,11;$ 404.942,00;$ 80.535,11
DET000164-1;VTA000164;PROD0086;1;$ 566.290,16;5,0%;$ 537.975,65;$ 387.998,00;$ 149.977,65
DET000165-1;VTA000165;PROD0101;3;$ 79.122,10;0,0%;$ 237.366,30;$ 188.922,00;$ 48.444,30
DET000166-1;VTA000166;PROD0006;1;$ 497.888,97;10,0%;$ 448.100,07;$ 404.942,00;$ 43.158,07
DET000167-1;VTA000167;PROD0007;1;$ 855.398,30;15,0%;$ 727.088,56;$ 657.826,00;$ 69.262,56
DET000168-1;VTA000168;PROD0113;1;$ 683.341,10;0,0%;$ 683.341,10;$ 513.076,00;$ 170.265,10
DET000168-2;VTA000168;PROD0116;1;$ 191.911,52;5,0%;$ 182.315,94;$ 152.602,00;$ 29.713,94
DET000168-3;VTA000168;PROD0099;1;$ 745.320,50;5,0%;$ 708.054,47;$ 570.938,00;$ 137.116,47
DET000169-1;VTA000169;PROD0118;1;$ 97.910,00;0,0%;$ 97.910,00;$ 65.969,00;$ 31.941,00
DET000170-1;VTA000170;PROD0135;2;$ 39.320,06;15,0%;$ 66.844,10;$ 61.314,00;$ 5.530,10
DET000171-1;VTA000171;PROD0117;1;$ 17.907,18;5,0%;$ 17.011,82;$ 13.971,00;$ 3.040,82
DET000171-2;VTA000171;PROD0029;1;$ 588.691,45;5,0%;$ 559.256,88;$ 481.869,00;$ 77.387,88
DET000172-1;VTA000172;PROD0066;1;$ 492.814,73;0,0%;$ 492.814,73;$ 369.460,00;$ 123.354,73
DET000173-1;VTA000173;PROD0023;1;$ 1.096.210,83;0,0%;$ 1.096.210,83;$ 865.908,00;$ 230.302,83
DET000173-2;VTA000173;PROD0179;1;$ 1.003.124,07;0,0%;$ 1.003.124,07;$ 668.181,00;$ 334.943,07
DET000174-1;VTA000174;PROD0050;1;$ 279.767,42;5,0%;$ 265.779,05;$ 186.033,00;$ 79.746,05
DET000174-2;VTA000174;PROD0161;1;$ 477.120,11;5,0%;$ 453.264,10;$ 305.298,00;$ 147.966,10
DET000175-1;VTA000175;PROD0102;1;$ 611.705,30;0,0%;$ 611.705,30;$ 390.845,00;$ 220.860,30
DET000175-2;VTA000175;PROD0014;1;$ 787.071,83;0,0%;$ 787.071,83;$ 494.014,00;$ 293.057,83
DET000175-3;VTA000175;PROD0010;1;$ 100.062,44;0,0%;$ 100.062,44;$ 75.474,00;$ 24.588,44
DET000176-1;VTA000176;PROD0062;1;$ 113.168,57;5,0%;$ 107.510,14;$ 78.996,00;$ 28.514,14
DET000176-2;VTA000176;PROD0155;1;$ 306.391,30;5,0%;$ 291.071,73;$ 199.197,00;$ 91.874,73
DET000176-3;VTA000176;PROD0151;1;$ 138.036,99;0,0%;$ 138.036,99;$ 107.564,00;$ 30.472,99
DET000177-1;VTA000177;PROD0104;1;$ 690.991,54;0,0%;$ 690.991,54;$ 473.027,00;$ 217.964,54
DET000177-2;VTA000177;PROD0108;1;$ 851.873,19;0,0%;$ 851.873,19;$ 564.006,00;$ 287.867,19
DET000178-1;VTA000178;PROD0091;1;$ 545.159,17;0,0%;$ 545.159,17;$ 399.240,00;$ 145.919,17
DET000178-2;VTA000178;PROD0002;2;$ 1.311.779,54;0,0%;$ 2.623.559,08;$ 1.725.906,00;$ 897.653,08
DET000179-1;VTA000179;PROD0149;1;$ 126.968,20;0,0%;$ 126.968,20;$ 97.622,00;$ 29.346,20
DET000180-1;VTA000180;PROD0160;2;$ 357.639,90;5,0%;$ 679.515,81;$ 530.288,00;$ 149.227,81
DET000181-1;VTA000181;PROD0020;1;$ 534.933,71;5,0%;$ 508.187,02;$ 405.246,00;$ 102.941,02
DET000182-1;VTA000182;PROD0025;2;$ 970.089,82;5,0%;$ 1.843.170,66;$ 1.416.958,00;$ 426.212,66
DET000182-2;VTA000182;PROD0061;1;$ 175.960,38;0,0%;$ 175.960,38;$ 107.318,00;$ 68.642,38
DET000182-3;VTA000182;PROD0034;1;$ 883.550,33;0,0%;$ 883.550,33;$ 647.511,00;$ 236.039,33
DET000183-1;VTA000183;PROD0028;1;$ 172.287,70;0,0%;$ 172.287,70;$ 108.655,00;$ 63.632,70
DET000183-2;VTA000183;PROD0133;1;$ 772.638,47;0,0%;$ 772.638,47;$ 579.507,00;$ 193.131,47
DET000184-1;VTA000184;PROD0072;1;$ 851.946,12;0,0%;$ 851.946,12;$ 656.772,00;$ 195.174,12
DET000185-1;VTA000185;PROD0042;2;$ 163.999,98;0,0%;$ 327.999,96;$ 199.466,00;$ 128.533,96
DET000186-1;VTA000186;PROD0042;1;$ 159.590,53;0,0%;$ 159.590,53;$ 99.733,00;$ 59.857,53
DET000186-2;VTA000186;PROD0132;4;$ 548.172,99;10,0%;$ 1.973.422,76;$ 1.752.672,00;$ 220.750,76
DET000187-1;VTA000187;PROD0036;1;$ 640.965,45;20,0%;$ 512.772,36;$ 496.749,00;$ 16.023,36
DET000188-1;VTA000188;PROD0139;1;$ 813.906,69;15,0%;$ 691.820,69;$ 539.983,00;$ 151.837,69
DET000189-1;VTA000189;PROD0052;1;$ 669.903,71;0,0%;$ 669.903,71;$ 459.664,00;$ 210.239,71
DET000190-1;VTA000190;PROD0078;3;$ 187.827,97;15,0%;$ 478.961,32;$ 393.093,00;$ 85.868,32
DET000190-2;VTA000190;PROD0169;1;$ 99.155,12;0,0%;$ 99.155,12;$ 75.268,00;$ 23.887,12
DET000191-1;VTA000191;PROD0012;1;$ 16.860,45;0,0%;$ 16.860,45;$ 11.308,00;$ 5.552,45
DET000192-1;VTA000192;PROD0179;2;$ 1.003.022,24;10,0%;$ 1.805.440,03;$ 1.336.362,00;$ 469.078,03
DET000192-2;VTA000192;PROD0079;1;$ 422.955,71;10,0%;$ 380.660,14;$ 315.566,00;$ 65.094,14
DET000192-3;VTA000192;PROD0018;1;$ 1.050.104,60;0,0%;$ 1.050.104,60;$ 738.346,00;$ 311.758,60
DET000193-1;VTA000193;PROD0152;3;$ 1.063.612,37;0,0%;$ 3.190.837,11;$ 2.032.764,00;$ 1.158.073,11
DET000194-1;VTA000194;PROD0120;1;$ 49.713,66;5,0%;$ 47.227,98;$ 35.319,00;$ 11.908,98
DET000194-2;VTA000194;PROD0174;2;$ 369.206,22;0,0%;$ 738.412,44;$ 570.544,00;$ 167.868,44
DET000195-1;VTA000195;PROD0082;1;$ 87.977,15;0,0%;$ 87.977,15;$ 57.158,00;$ 30.819,15
DET000196-1;VTA000196;PROD0170;1;$ 267.327,27;0,0%;$ 267.327,27;$ 186.768,00;$ 80.559,27
DET000197-1;VTA000197;PROD0104;1;$ 709.664,53;0,0%;$ 709.664,53;$ 473.027,00;$ 236.637,53
DET000198-1;VTA000198;PROD0118;1;$ 101.569,12;0,0%;$ 101.569,12;$ 65.969,00;$ 35.600,12
DET000199-1;VTA000199;PROD0080;1;$ 43.732,52;0,0%;$ 43.732,52;$ 28.849,00;$ 14.883,52
DET000199-2;VTA000199;PROD0146;1;$ 76.325,01;10,0%;$ 68.692,51;$ 54.157,00;$ 14.535,51
DET000200-1;VTA000200;PROD0179;1;$ 1.073.078,95;5,0%;$ 1.019.425,00;$ 668.181,00;$ 351.244,00
DET000200-2;VTA000200;PROD0132;3;$ 540.926,48;0,0%;$ 1.622.779,44;$ 1.314.504,00;$ 308.275,44
DET000200-3;VTA000200;PROD0138;1;$ 326.854,85;15,0%;$ 277.826,62;$ 203.575,00;$ 74.251,62
DET000201-1;VTA000201;PROD0011;1;$ 106.060,81;10,0%;$ 95.454,73;$ 67.902,00;$ 27.552,73
DET000202-1;VTA000202;PROD0177;1;$ 681.601,96;0,0%;$ 681.601,96;$ 444.666,00;$ 236.935,96
DET000202-2;VTA000202;PROD0029;1;$ 599.974,54;10,0%;$ 539.977,09;$ 481.869,00;$ 58.108,09
DET000203-1;VTA000203;PROD0162;1;$ 102.740,30;10,0%;$ 92.466,27;$ 68.036,00;$ 24.430,27
DET000204-1;VTA000204;PROD0060;1;$ 205.573,29;5,0%;$ 195.294,63;$ 140.684,00;$ 54.610,63
DET000205-1;VTA000205;PROD0119;3;$ 121.323,14;0,0%;$ 363.969,42;$ 235.704,00;$ 128.265,42
DET000206-1;VTA000206;PROD0029;1;$ 605.350,48;0,0%;$ 605.350,48;$ 481.869,00;$ 123.481,48
DET000207-1;VTA000207;PROD0037;1;$ 539.223,04;15,0%;$ 458.339,58;$ 399.021,00;$ 59.318,58
DET000208-1;VTA000208;PROD0151;1;$ 137.737,42;0,0%;$ 137.737,42;$ 107.564,00;$ 30.173,42
DET000208-2;VTA000208;PROD0060;1;$ 198.623,51;0,0%;$ 198.623,51;$ 140.684,00;$ 57.939,51
DET000209-1;VTA000209;PROD0124;1;$ 165.026,51;0,0%;$ 165.026,51;$ 123.837,00;$ 41.189,51
DET000209-2;VTA000209;PROD0109;1;$ 743.815,81;0,0%;$ 743.815,81;$ 577.626,00;$ 166.189,81
DET000209-3;VTA000209;PROD0049;1;$ 793.936,64;0,0%;$ 793.936,64;$ 552.938,00;$ 240.998,64
DET000210-1;VTA000210;PROD0133;1;$ 758.054,05;5,0%;$ 720.151,35;$ 579.507,00;$ 140.644,35
DET000211-1;VTA000211;PROD0136;1;$ 374.852,12;0,0%;$ 374.852,12;$ 246.220,00;$ 128.632,12
DET000211-2;VTA000211;PROD0050;2;$ 289.814,32;0,0%;$ 579.628,64;$ 372.066,00;$ 207.562,64
DET000212-1;VTA000212;PROD0146;1;$ 77.692,26;5,0%;$ 73.807,65;$ 54.157,00;$ 19.650,65
DET000212-2;VTA000212;PROD0166;1;$ 246.338,77;0,0%;$ 246.338,77;$ 157.280,00;$ 89.058,77
DET000213-1;VTA000213;PROD0135;3;$ 39.202,44;10,0%;$ 105.846,59;$ 91.971,00;$ 13.875,59
DET000214-1;VTA000214;PROD0158;1;$ 768.731,32;0,0%;$ 768.731,32;$ 532.236,00;$ 236.495,32
DET000214-2;VTA000214;PROD0116;1;$ 191.592,17;5,0%;$ 182.012,56;$ 152.602,00;$ 29.410,56
DET000215-1;VTA000215;PROD0132;1;$ 552.679,45;20,0%;$ 442.143,56;$ 438.168,00;$ 3.975,56
DET000216-1;VTA000216;PROD0035;2;$ 145.765,27;5,0%;$ 276.954,01;$ 207.524,00;$ 69.430,01
DET000217-1;VTA000217;PROD0050;2;$ 281.144,92;15,0%;$ 0,00;$ 372.066,00;$ 0,00
DET000217-2;VTA000217;PROD0113;1;$ 690.786,04;0,0%;$ 0,00;$ 513.076,00;$ 0,00
DET000218-1;VTA000218;PROD0139;1;$ 863.108,81;0,0%;$ 863.108,81;$ 539.983,00;$ 323.125,81
DET000219-1;VTA000219;PROD0116;1;$ 197.198,41;0,0%;$ 197.198,41;$ 152.602,00;$ 44.596,41
DET000220-1;VTA000220;PROD0021;1;$ 1.014.355,44;0,0%;$ 1.014.355,44;$ 752.620,00;$ 261.735,44
DET000221-1;VTA000221;PROD0006;1;$ 532.514,03;10,0%;$ 479.262,63;$ 404.942,00;$ 74.320,63
DET000221-2;VTA000221;PROD0002;1;$ 1.268.680,67;5,0%;$ 1.205.246,64;$ 862.953,00;$ 342.293,64
DET000222-1;VTA000222;PROD0065;2;$ 708.627,35;0,0%;$ 1.417.254,70;$ 1.143.162,00;$ 274.092,70
DET000222-2;VTA000222;PROD0072;1;$ 851.941,83;15,0%;$ 724.150,56;$ 656.772,00;$ 67.378,56
DET000223-1;VTA000223;PROD0160;1;$ 367.400,05;10,0%;$ 330.660,04;$ 265.144,00;$ 65.516,04
DET000224-1;VTA000224;PROD0180;1;$ 1.203.728,24;5,0%;$ 1.143.541,83;$ 869.947,00;$ 273.594,83
DET000225-1;VTA000225;PROD0097;1;$ 336.495,21;0,0%;$ 336.495,21;$ 230.062,00;$ 106.433,21
DET000226-1;VTA000226;PROD0133;1;$ 747.569,02;15,0%;$ 635.433,67;$ 579.507,00;$ 55.926,67
DET000226-2;VTA000226;PROD0158;1;$ 746.055,26;0,0%;$ 746.055,26;$ 532.236,00;$ 213.819,26
DET000227-1;VTA000227;PROD0031;1;$ 296.835,35;0,0%;$ 296.835,35;$ 193.494,00;$ 103.341,35
DET000228-1;VTA000228;PROD0126;1;$ 75.809,67;0,0%;$ 75.809,67;$ 53.626,00;$ 22.183,67
DET000229-1;VTA000229;PROD0119;1;$ 127.606,27;5,0%;$ 121.225,96;$ 78.568,00;$ 42.657,96
DET000229-2;VTA000229;PROD0070;1;$ 352.247,10;0,0%;$ 352.247,10;$ 235.608,00;$ 116.639,10
DET000230-1;VTA000230;PROD0060;1;$ 203.771,13;0,0%;$ 203.771,13;$ 140.684,00;$ 63.087,13
DET000231-1;VTA000231;PROD0168;1;$ 192.665,26;0,0%;$ 192.665,26;$ 143.715,00;$ 48.950,26
DET000231-2;VTA000231;PROD0022;1;$ 183.327,29;5,0%;$ 174.160,93;$ 141.606,00;$ 32.554,93
DET000231-3;VTA000231;PROD0096;1;$ 666.824,34;20,0%;$ 533.459,47;$ 409.389,00;$ 124.070,47
DET000232-1;VTA000232;PROD0104;1;$ 707.145,84;10,0%;$ 636.431,26;$ 473.027,00;$ 163.404,26
DET000233-1;VTA000233;PROD0117;1;$ 18.119,39;5,0%;$ 17.213,42;$ 13.971,00;$ 3.242,42
DET000234-1;VTA000234;PROD0068;1;$ 730.384,45;0,0%;$ 730.384,45;$ 459.034,00;$ 271.350,45
DET000235-1;VTA000235;PROD0045;1;$ 109.802,93;0,0%;$ 109.802,93;$ 77.926,00;$ 31.876,93
DET000236-1;VTA000236;PROD0071;1;$ 112.179,58;5,0%;$ 106.570,60;$ 80.139,00;$ 26.431,60
DET000237-1;VTA000237;PROD0118;1;$ 99.965,01;0,0%;$ 99.965,01;$ 65.969,00;$ 33.996,01
DET000237-2;VTA000237;PROD0095;1;$ 891.322,95;0,0%;$ 891.322,95;$ 580.006,00;$ 311.316,95
DET000238-1;VTA000238;PROD0114;1;$ 687.076,99;15,0%;$ 584.015,44;$ 519.674,00;$ 64.341,44
DET000239-1;VTA000239;PROD0115;3;$ 113.577,04;0,0%;$ 340.731,12;$ 267.588,00;$ 73.143,12
DET000240-1;VTA000240;PROD0030;1;$ 425.551,69;5,0%;$ 404.274,11;$ 310.009,00;$ 94.265,11
DET000241-1;VTA000241;PROD0170;1;$ 256.032,70;0,0%;$ 256.032,70;$ 186.768,00;$ 69.264,70
DET000242-1;VTA000242;PROD0133;1;$ 767.436,97;0,0%;$ 767.436,97;$ 579.507,00;$ 187.929,97
DET000243-1;VTA000243;PROD0019;1;$ 435.816,35;0,0%;$ 435.816,35;$ 339.531,00;$ 96.285,35
DET000243-2;VTA000243;PROD0035;2;$ 149.765,23;5,0%;$ 284.553,94;$ 207.524,00;$ 77.029,94
DET000244-1;VTA000244;PROD0145;4;$ 920.261,12;0,0%;$ 3.681.044,48;$ 2.433.052,00;$ 1.247.992,48
DET000245-1;VTA000245;PROD0140;1;$ 499.272,07;5,0%;$ 474.308,47;$ 340.381,00;$ 133.927,47
DET000245-2;VTA000245;PROD0123;1;$ 273.771,61;10,0%;$ 246.394,45;$ 213.165,00;$ 33.229,45
DET000246-1;VTA000246;PROD0153;1;$ 125.167,60;10,0%;$ 112.650,84;$ 78.981,00;$ 33.669,84
DET000246-2;VTA000246;PROD0016;1;$ 228.945,67;0,0%;$ 228.945,67;$ 161.694,00;$ 67.251,67
DET000247-1;VTA000247;PROD0121;1;$ 779.551,59;0,0%;$ 779.551,59;$ 562.220,00;$ 217.331,59
DET000247-2;VTA000247;PROD0018;1;$ 1.088.403,14;10,0%;$ 979.562,83;$ 738.346,00;$ 241.216,83
DET000248-1;VTA000248;PROD0134;1;$ 513.792,95;0,0%;$ 513.792,95;$ 349.135,00;$ 164.657,95
DET000249-1;VTA000249;PROD0137;1;$ 1.102.179,79;0,0%;$ 1.102.179,79;$ 714.997,00;$ 387.182,79
DET000250-1;VTA000250;PROD0052;1;$ 656.641,35;0,0%;$ 656.641,35;$ 459.664,00;$ 196.977,35
DET000251-1;VTA000251;PROD0092;4;$ 819.986,55;5,0%;$ 3.115.948,89;$ 2.567.652,00;$ 548.296,89
DET000251-2;VTA000251;PROD0037;1;$ 549.424,27;0,0%;$ 549.424,27;$ 399.021,00;$ 150.403,27
DET000251-3;VTA000251;PROD0168;2;$ 193.400,23;5,0%;$ 367.460,44;$ 287.430,00;$ 80.030,44
DET000252-1;VTA000252;PROD0157;2;$ 407.543,50;5,0%;$ 774.332,65;$ 517.854,00;$ 256.478,65
DET000252-2;VTA000252;PROD0050;1;$ 290.929,91;0,0%;$ 290.929,91;$ 186.033,00;$ 104.896,91
DET000253-1;VTA000253;PROD0115;3;$ 116.122,89;20,0%;$ 278.694,94;$ 267.588,00;$ 11.106,94
DET000254-1;VTA000254;PROD0016;1;$ 230.848,34;0,0%;$ 230.848,34;$ 161.694,00;$ 69.154,34
DET000255-1;VTA000255;PROD0145;1;$ 889.883,93;0,0%;$ 889.883,93;$ 608.263,00;$ 281.620,93
DET000256-1;VTA000256;PROD0035;1;$ 151.713,84;20,0%;$ 121.371,07;$ 103.762,00;$ 17.609,07
DET000256-2;VTA000256;PROD0110;1;$ 532.681,44;0,0%;$ 532.681,44;$ 410.845,00;$ 121.836,44
DET000256-3;VTA000256;PROD0126;1;$ 80.860,62;0,0%;$ 80.860,62;$ 53.626,00;$ 27.234,62
DET000257-1;VTA000257;PROD0054;1;$ 106.392,37;5,0%;$ 101.072,75;$ 70.807,00;$ 30.265,75
DET000258-1;VTA000258;PROD0055;1;$ 930.446,27;0,0%;$ 930.446,27;$ 645.134,00;$ 285.312,27
DET000258-2;VTA000258;PROD0135;1;$ 39.106,82;0,0%;$ 39.106,82;$ 30.657,00;$ 8.449,82
DET000259-1;VTA000259;PROD0032;1;$ 910.728,66;5,0%;$ 865.192,23;$ 589.630,00;$ 275.562,23
DET000260-1;VTA000260;PROD0018;4;$ 1.038.646,33;10,0%;$ 3.739.126,79;$ 2.953.384,00;$ 785.742,79
DET000261-1;VTA000261;PROD0157;1;$ 395.582,39;0,0%;$ 395.582,39;$ 258.927,00;$ 136.655,39
DET000262-1;VTA000262;PROD0045;3;$ 113.486,77;0,0%;$ 340.460,31;$ 233.778,00;$ 106.682,31
DET000263-1;VTA000263;PROD0032;1;$ 929.177,31;10,0%;$ 836.259,58;$ 589.630,00;$ 246.629,58
DET000263-2;VTA000263;PROD0081;1;$ 727.000,97;0,0%;$ 727.000,97;$ 479.012,00;$ 247.988,97
DET000264-1;VTA000264;PROD0135;1;$ 39.410,64;0,0%;$ 39.410,64;$ 30.657,00;$ 8.753,64
DET000265-1;VTA000265;PROD0153;1;$ 125.656,93;5,0%;$ 119.374,08;$ 78.981,00;$ 40.393,08
DET000265-2;VTA000265;PROD0168;2;$ 207.851,26;10,0%;$ 374.132,27;$ 287.430,00;$ 86.702,27
DET000266-1;VTA000266;PROD0046;2;$ 957.954,45;0,0%;$ 1.915.908,90;$ 1.379.044,00;$ 536.864,90
DET000266-2;VTA000266;PROD0085;3;$ 1.095.981,17;5,0%;$ 3.123.546,33;$ 2.080.923,00;$ 1.042.623,33
DET000267-1;VTA000267;PROD0111;2;$ 217.358,69;0,0%;$ 434.717,38;$ 309.202,00;$ 125.515,38
DET000267-2;VTA000267;PROD0166;2;$ 249.725,11;0,0%;$ 499.450,22;$ 314.560,00;$ 184.890,22
DET000267-3;VTA000267;PROD0104;1;$ 704.878,14;0,0%;$ 704.878,14;$ 473.027,00;$ 231.851,14
DET000268-1;VTA000268;PROD0180;2;$ 1.222.735,65;0,0%;$ 2.445.471,30;$ 1.739.894,00;$ 705.577,30
DET000269-1;VTA000269;PROD0037;2;$ 539.362,88;10,0%;$ 970.853,18;$ 798.042,00;$ 172.811,18
DET000270-1;VTA000270;PROD0119;1;$ 122.028,82;0,0%;$ 122.028,82;$ 78.568,00;$ 43.460,82
DET000271-1;VTA000271;PROD0050;1;$ 281.685,61;0,0%;$ 281.685,61;$ 186.033,00;$ 95.652,61
DET000272-1;VTA000272;PROD0014;3;$ 784.079,00;0,0%;$ 2.352.237,00;$ 1.482.042,00;$ 870.195,00
DET000272-2;VTA000272;PROD0021;1;$ 1.008.366,55;5,0%;$ 957.948,22;$ 752.620,00;$ 205.328,22
DET000272-3;VTA000272;PROD0179;2;$ 995.201,90;0,0%;$ 1.990.403,80;$ 1.336.362,00;$ 654.041,80
DET000273-1;VTA000273;PROD0165;1;$ 1.331.327,86;5,0%;$ 1.264.761,47;$ 885.394,00;$ 379.367,47
DET000274-1;VTA000274;PROD0033;1;$ 100.493,70;10,0%;$ 90.444,33;$ 62.579,00;$ 27.865,33
DET000275-1;VTA000275;PROD0072;2;$ 862.931,80;10,0%;$ 1.553.277,24;$ 1.313.544,00;$ 239.733,24
DET000276-1;VTA000276;PROD0113;2;$ 722.036,61;10,0%;$ 1.299.665,90;$ 1.026.152,00;$ 273.513,90
DET000276-2;VTA000276;PROD0056;1;$ 366.332,85;15,0%;$ 311.382,92;$ 242.486,00;$ 68.896,92
DET000277-1;VTA000277;PROD0152;1;$ 1.094.321,48;10,0%;$ 984.889,33;$ 677.588,00;$ 307.301,33
DET000277-2;VTA000277;PROD0120;1;$ 48.600,19;5,0%;$ 46.170,18;$ 35.319,00;$ 10.851,18
DET000278-1;VTA000278;PROD0026;2;$ 883.042,28;0,0%;$ 1.766.084,56;$ 1.221.582,00;$ 544.502,56
DET000279-1;VTA000279;PROD0155;1;$ 313.426,86;0,0%;$ 313.426,86;$ 199.197,00;$ 114.229,86
DET000280-1;VTA000280;PROD0108;1;$ 855.718,80;0,0%;$ 855.718,80;$ 564.006,00;$ 291.712,80
DET000280-2;VTA000280;PROD0176;1;$ 149.144,24;0,0%;$ 149.144,24;$ 110.906,00;$ 38.238,24
DET000280-3;VTA000280;PROD0122;1;$ 624.731,19;0,0%;$ 624.731,19;$ 469.014,00;$ 155.717,19
DET000281-1;VTA000281;PROD0145;1;$ 888.715,36;0,0%;$ 888.715,36;$ 608.263,00;$ 280.452,36
DET000281-2;VTA000281;PROD0051;1;$ 886.889,25;0,0%;$ 886.889,25;$ 673.237,00;$ 213.652,25
DET000282-1;VTA000282;PROD0064;1;$ 521.283,34;0,0%;$ 521.283,34;$ 356.495,00;$ 164.788,34
DET000283-1;VTA000283;PROD0128;1;$ 565.890,31;10,0%;$ 509.301,28;$ 430.197,00;$ 79.104,28
DET000284-1;VTA000284;PROD0015;1;$ 557.851,24;5,0%;$ 529.958,68;$ 412.494,00;$ 117.464,68
DET000284-2;VTA000284;PROD0177;1;$ 652.695,44;0,0%;$ 652.695,44;$ 444.666,00;$ 208.029,44
DET000284-3;VTA000284;PROD0180;1;$ 1.216.388,48;0,0%;$ 1.216.388,48;$ 869.947,00;$ 346.441,48
DET000285-1;VTA000285;PROD0004;1;$ 861.628,87;0,0%;$ 861.628,87;$ 596.634,00;$ 264.994,87
DET000286-1;VTA000286;PROD0003;1;$ 389.727,29;10,0%;$ 350.754,56;$ 258.223,00;$ 92.531,56
DET000286-2;VTA000286;PROD0066;2;$ 490.411,16;0,0%;$ 980.822,32;$ 738.920,00;$ 241.902,32
DET000287-1;VTA000287;PROD0091;1;$ 560.235,53;10,0%;$ 504.211,98;$ 399.240,00;$ 104.971,98
DET000288-1;VTA000288;PROD0043;2;$ 706.970,70;5,0%;$ 1.343.244,33;$ 1.021.578,00;$ 321.666,33
DET000288-2;VTA000288;PROD0163;1;$ 29.954,21;0,0%;$ 29.954,21;$ 21.953,00;$ 8.001,21
DET000288-3;VTA000288;PROD0011;1;$ 109.938,97;0,0%;$ 109.938,97;$ 67.902,00;$ 42.036,97
DET000289-1;VTA000289;PROD0065;1;$ 710.506,37;0,0%;$ 710.506,37;$ 571.581,00;$ 138.925,37
DET000290-1;VTA000290;PROD0179;1;$ 1.053.157,46;5,0%;$ 1.000.499,59;$ 668.181,00;$ 332.318,59
DET000291-1;VTA000291;PROD0146;1;$ 77.742,01;5,0%;$ 73.854,91;$ 54.157,00;$ 19.697,91
DET000292-1;VTA000292;PROD0088;1;$ 139.627,99;15,0%;$ 118.683,79;$ 92.719,00;$ 25.964,79
DET000293-1;VTA000293;PROD0095;2;$ 914.591,18;0,0%;$ 1.829.182,36;$ 1.160.012,00;$ 669.170,36
DET000293-2;VTA000293;PROD0155;1;$ 301.590,99;0,0%;$ 301.590,99;$ 199.197,00;$ 102.393,99
DET000294-1;VTA000294;PROD0138;4;$ 328.531,22;5,0%;$ 1.248.418,64;$ 814.300,00;$ 434.118,64
DET000294-2;VTA000294;PROD0089;1;$ 787.208,13;10,0%;$ 708.487,32;$ 544.449,00;$ 164.038,32
DET000294-3;VTA000294;PROD0101;1;$ 78.864,86;20,0%;$ 63.091,89;$ 62.974,00;$ 117,89
DET000295-1;VTA000295;PROD0119;1;$ 123.076,31;0,0%;$ 123.076,31;$ 78.568,00;$ 44.508,31
DET000296-1;VTA000296;PROD0042;1;$ 151.850,50;0,0%;$ 151.850,50;$ 99.733,00;$ 52.117,50
DET000297-1;VTA000297;PROD0163;2;$ 31.010,89;15,0%;$ 52.718,51;$ 43.906,00;$ 8.812,51
DET000298-1;VTA000298;PROD0043;1;$ 718.599,65;5,0%;$ 682.669,67;$ 510.789,00;$ 171.880,67
